Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
tap,,,2018-10-16 15:13:31,2018-10-16 15:13:32,1.299s,PASSED
tap,,,2018-10-16 15:13:32,2018-10-16 15:13:33,1.216s,PASSED
tap,,,2018-10-16 15:13:33,2018-10-16 15:13:34,1.138s,PASSED
tap,,,2018-10-16 15:13:34,2018-10-16 15:13:36,1.540s,PASSED
tap,,,2018-10-16 15:13:36,2018-10-16 15:13:37,1.282s,PASSED
tap,,,2018-10-16 15:13:37,2018-10-16 15:13:38,1.146s,PASSED
tap,,,2018-10-16 15:13:38,2018-10-16 15:13:39,1.137s,PASSED
tap,,,2018-10-16 15:13:39,2018-10-16 15:13:40,1.165s,PASSED
tap,,,2018-10-16 15:13:40,2018-10-16 15:13:42,1.557s,PASSED
tap,,,2018-10-16 15:13:42,2018-10-16 15:13:43,1.104s,PASSED
comment,,,2018-10-16 15:13:43,2018-10-16 15:13:43,0.000s,PASSED
tap,,,2018-10-16 15:13:43,2018-10-16 15:13:46,2.780s,PASSED
waitForElementPresent,,,2018-10-16 15:13:46,2018-10-16 15:13:47,1.519s,PASSED
tap,,,2018-10-16 15:13:47,2018-10-16 15:13:49,1.502s,PASSED
comment,,,2018-10-16 15:13:49,2018-10-16 15:13:49,0.001s,PASSED
tap,,,2018-10-16 15:13:49,2018-10-16 15:13:50,1.180s,PASSED
tap,,,2018-10-16 15:13:50,2018-10-16 15:13:51,0.824s,PASSED
tap,,,2018-10-16 15:13:51,2018-10-16 15:13:52,0.973s,PASSED
tap,,,2018-10-16 15:13:52,2018-10-16 15:13:53,0.961s,PASSED
tap,,,2018-10-16 15:13:53,2018-10-16 15:13:54,1.068s,PASSED
tap,,,2018-10-16 15:13:54,2018-10-16 15:13:55,0.856s,PASSED
waitForElementPresent,,,2018-10-16 15:13:55,2018-10-16 15:13:55,0.167s,PASSED
tap,,,2018-10-16 15:13:55,2018-10-16 15:13:56,0.959s,PASSED
tap,,,2018-10-16 15:13:56,2018-10-16 15:13:57,0.837s,PASSED
tap,,,2018-10-16 15:13:57,2018-10-16 15:13:58,0.857s,PASSED
tap,,,2018-10-16 15:13:58,2018-10-16 15:13:59,1.088s,PASSED
comment,,,2018-10-16 15:13:59,2018-10-16 15:13:59,0.001s,PASSED
tap,,,2018-10-16 15:13:59,2018-10-16 15:13:59,0.000s,NOT_RUN
tap,,,2018-10-16 15:13:59,2018-10-16 15:13:59,0.000s,NOT_RUN
comment,,,2018-10-16 15:13:59,2018-10-16 15:13:59,0.001s,PASSED
tap,,,2018-10-16 15:13:59,2018-10-16 15:14:00,1.240s,PASSED
checkElement,,,2018-10-16 15:14:00,2018-10-16 15:14:02,1.615s,PASSED
checkElement,,,2018-10-16 15:14:02,2018-10-16 15:14:05,3.335s,PASSED
tap,,,2018-10-16 15:14:05,2018-10-16 15:14:06,1.151s,PASSED
closeApplication,,,2018-10-16 15:14:06,2018-10-16 15:14:11,4.576s,PASSED
checkElement,,,2018-10-16 15:14:11,2018-10-16 15:14:11,0.006s,PASSED
